Company,Project,Cost,URL,rate_card_id
PricewaterhouseCoopers (LLP) PwC,PwC IT Sourcing Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/141375221985643,n/a
KPMG LLP,Cloud Value Lab,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/345751037492257,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Capgemini UK plc,Case Management – Configuration Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/488794338942057,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Cognizant Worldwide Limited,Business Intelligence Support Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/126178028745605,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
KPMG LLP,Customer Journey Mapping/Consultancy,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/615366818476171,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
North Highland,Business Engagement & Change Management for Cloud Services (CM),"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/128639110336931,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,Transformation Management Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/578127321885503,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Application Management Services,"450 to 1,900 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/833648753296780,n/a
Softwire Technology Limited,Bespoke Cloud Consultancy,"750 to 1,750 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/828621051503688,SoftwireTechnologyLimited_828621051503688-sfia-rate-card-2022-05-16-0825.pdf
Cognizant Worldwide Limited,Mobile Device Management,2.32 a device,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/912665781430477,n/a
Capgemini UK plc,DevOps Tool chain solutions with Atlassian,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/124249941025477,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Cloud Readiness Assessment,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/718818131573426,n/a
KPMG LLP,Connected Student Experience - Higher Education,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/388898662917092,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
North Highland,Measuring Value and Metrics,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/694227758874714,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,Chatbot and Digital Assistants,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/275661671114932,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Cognizant Worldwide Limited,Digital Experience Platforms (DxP) - Implementation & Support services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/421130484877740,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
KPMG LLP,Data Centre Assessment,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/286300671716581,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Workday Implementation,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/262200022406743,n/a
North Highland,Office 365 Adoption (CM),"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/948863534625494,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,Oracle Intelligent Supply Chain – Logistics,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/588306671503252,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Cognizant Worldwide Limited,API Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/375690567551459,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
North Highland,Evolving HR through Agility,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/896651405727493,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Integrated ERP & HCM Cloud Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/111760426405122,n/a
KPMG LLP,Cyber Forensic Investigations,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/269829001609429,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
North Highland,DevOps Strategy and Maturity Assessment for Cloud Services,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/222021370296513,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,Web Testing Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/646382380143937,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
KPMG LLP,Technology Sourcing & Procurement,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/226026327593225,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Perform Plus Performance Improvement Programme,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/954227113374085,n/a
Cognizant Worldwide Limited,Microsoft Azure Cloud Migration and Implementation Service,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/827907053963053,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
North Highland,Workplace Technology Strategy & Assessment for Cloud Services,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/631720010559722,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,Cybersecurity - Web Application Firewall (WAF) - Design and Implementation,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/829715038504839,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
PricewaterhouseCoopers (LLP) PwC,Managed Cyber Defence,"650 to 4,200 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/200948751450275,n/a
KPMG LLP,Microsoft Dynamics 365 Support and Managed Service,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/752302734747694,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Cognizant Worldwide Limited,Data Integration and ETL Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/328349240149886,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Ethical Hacking,"650 to 4,200 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/559448409809203,n/a
Capgemini UK plc,"Intelligent Service Monitoring (ISM): Assessment, Design, Implementation, Run and Optimisation",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/998608279464525,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
KPMG LLP,"Digital Strategy, Evaluation and Implementation","360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/395688596845921,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Cognizant Worldwide Limited,Master Data Management Setup and Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/902176073408721,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
North Highland,Cloud Support Product Owner,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/173620851726864,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
KPMG LLP,Quality Engineering and Continuous Test Automation,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/806583677773788,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Workday Optimisation,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/537202625334243,n/a
North Highland,Rapid Portfolio Prioritisation,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/429630940103238,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Cognizant Worldwide Limited,Data Integration and ETL Proof Of Concept and Pilot Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/149625415343682,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
KPMG LLP,Procurement and Supply Chain Advisory Services,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/238340961444038,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
North Highland,Digital Strategy,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/959945135708952,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,SAP QA,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/100678768493150,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Supply Chain Intelligence 1.0 Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/835233755136254,n/a
Cognizant Worldwide Limited,Teamwork Security,3.85 a user,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/917338163305953,n/a
North Highland,Workplace Technology Change Management for Cloud Services (CM),"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/216360469895631,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
The Berkeley Partnership,Cloud Data Centre Migration,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/804049088785586,n/a
Capgemini UK plc,Industrialise your Atlassian Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/875397467659515,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Testhouse Ltd,Test Automation,142.00 to 800.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/930214824688343,n/a
PricewaterhouseCoopers (LLP) PwC,PwC Operate Managed Capacity Services,"455 to 1,660 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/248590210225149,n/a
Cognizant Worldwide Limited,Cloud Workspace Services (Cloud VDI/ Virtual Desktop/Desktop as a Service),37.70 an instance a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/991936800176141,n/a
KPMG LLP,Cloud Framework - Risk Management,"360 to 2,560 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/488890037085806,KPMGLLP_488890037085806-sfia-rate-card-2022-05-17-1139.pdf
North Highland,Business Analysis Maturity Assessment,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/636685133504174,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Testhouse Ltd,"Non-Functional Testing (Performance, Load, Security, Penetration)","215 to 1,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/207659400455704,n/a
The Berkeley Partnership,"Programme Mobilisation, Leadership and Delivery Management","1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/992143969047728,n/a
PricewaterhouseCoopers (LLP) PwC,PwC Cloud Transformation Strategy and Planning Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/271649193271176,n/a
Cognizant Worldwide Limited,Quality Engineering Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/716798609271231,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
KPMG LLP,QA and Test Management,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/143929214113456,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Capgemini UK plc,Programme Management Services,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/467061050606107,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
North Highland,Target Operating Model Design,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/674134027220683,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Testhouse Ltd,Functional Testing,140 to 770 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/173842609407039,n/a
PricewaterhouseCoopers (LLP) PwC,PwC SAP Successfactors: Human Capital Management Solution Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/390507600328564,n/a
The Berkeley Partnership,Portfolio Management,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/549023419016846,n/a
KPMG LLP,Digital Category Management,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/978459242010883,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Cognizant Worldwide Limited,WAN Optimisation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/381225911323436,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Capgemini UK plc,IT Operating Model (ITOM) Design Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/652184024059731,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
North Highland,Agile Coaching,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/675527448021580,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Legacy Modernisation through Cloud Adoption,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/769645085246775,n/a
The Berkeley Partnership,Interim Management,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/992245312086388,n/a
Cognizant Worldwide Limited,Big Data Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/111492498135621,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Capgemini UK plc,Cognitive QA – AI Data Analytics,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/457496023609445,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
KPMG LLP,Cloud Cost Management,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/702889514658261,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Capgemini UK plc,Performance Management Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/248747579184997,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
The Berkeley Partnership,Big Data and Analytics,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/583037878205200,n/a
KPMG LLP,Cloud Sourcing Services,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/921435263263027,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Cognizant Worldwide Limited,IP Telephony Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/567171013950061,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
PricewaterhouseCoopers (LLP) PwC,PwC HCM & Payroll Cloud Implementation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/682208529388593,n/a
North Highland,Agile Transformation - Agile at Scale,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/168415725811713,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
The Berkeley Partnership,Change Management,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/577031552942041,n/a
Cognizant Worldwide Limited,Oracle EPM Cloud Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/418112421230604,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Capgemini UK plc,Procurement Spend Profiling Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/982072668787719,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
KPMG LLP,Cyber Security Strategy and Transformation,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/952124079236915,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Identity & Access Management (IdAM) Services,"650 to 4,200 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/127614038349888,n/a
The Public Service Consultants (trading as The PSC),Business case development:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/797659068238358,ThePublicServiceConsultants(tradingasThePSC)_797659068238358-sfia-rate-card-2022-05-18-0938.pdf
North Highland,Concept Development and Prototyping,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/872219891844016,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Cognizant Worldwide Limited,Delivery and support of cloud based Data Science platform,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/401287532031065,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
The Public Service Consultants (trading as The PSC),Market and business analysis:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/151142295574772,ThePublicServiceConsultants(tradingasThePSC)_797659068238358-sfia-rate-card-2022-05-18-0938.pdf
The Berkeley Partnership,Digital Strategy and Transformation,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/616868595356763,n/a
KPMG LLP,Cyber Risk Insights,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/617533911706818,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Data Migration Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/371655592874186,n/a
Capgemini UK plc,Data Management Solutions Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/516672484521004,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
North Highland,Portfolio Management,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/238782318900349,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
The Public Service Consultants (trading as The PSC),Alpha services and support:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/539022463867788,ThePublicServiceConsultants(tradingasThePSC)_797659068238358-sfia-rate-card-2022-05-18-0938.pdf
The Berkeley Partnership,Programme Assurance,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/962042762861096,n/a
KPMG LLP,Enterprise Business Intelligence and Performance Management,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/788112237448412,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Cognizant Worldwide Limited,Evolutionary AI and Machine Learning with LEAF,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/428295512413927,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Capgemini UK plc,SAP Sales Cloud,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/355716766818035,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Back Office ERP Enabled Transformation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/944249236248773,n/a
North Highland,Discovery and User Research,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/763737242133241,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
The Berkeley Partnership,Cyber Security & Operational Resilience,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/807843721238113,n/a
KPMG LLP,Digital Forensic Investigations,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/449667367062555,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
Capgemini UK plc,Digital Customer Experience Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/804631615436801,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Cognizant Worldwide Limited,Establishing and Delivering Cloud Native Programmes (Contino team of 6),"600 to 2,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/906792715459692,CognizantWorldwideLimited_810500948793388-sfia-rate-card-2022-05-18-0001.pdf
PricewaterhouseCoopers (LLP) PwC,PwC Cloud Integration Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/516974425866853,n/a
The Public Service Consultants (trading as The PSC),Service evaluation and audit:  planning service,"500 to 2,580 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/399353489976769,ThePublicServiceConsultants(tradingasThePSC)_399353489976769-sfia-rate-card-2022-05-18-0943.pdf
The Berkeley Partnership,Business Case Development,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/799532596448895,n/a
North Highland,Advanced Analytics: Unstructured and Social Media Analytics,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/375846264105720,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,"Analytics, Insights, Reporting and Visualisation Services",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/269031811128633,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Cognizant Worldwide Limited,Microsoft 365 Consultancy,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/694348904215098,CognizantWorldwideLimited_198386448262515-sfia-rate-card-2022-05-10-1509.pdf
KPMG LLP,Cyber Security Penetration Testing,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/238077685702282,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
The Public Service Consultants (trading as The PSC),Strategy and roadmap development:  planning service,"500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/218165646218135,ThePublicServiceConsultants(tradingasThePSC)_797659068238358-sfia-rate-card-2022-05-18-0938.pdf
PricewaterhouseCoopers (LLP) PwC,Microsoft Dynamics 365 Enabled Back Office Transformation Services,"650 to 2,450 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/417538726640850,n/a
The Berkeley Partnership,SaaS and PaaS Implementation,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/469482408567462,n/a
North Highland,PMO Maturity Assessment,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/790602651285183,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
Capgemini UK plc,Pega Cloud Services Design and implementation,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/189164792778100,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
The Public Service Consultants (trading as The PSC),"Artificial intelligence, machine learning, data science and advanced analytics:  planning service","500 to 2,850 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/662751852098522,ThePublicServiceConsultants(tradingasThePSC)_797659068238358-sfia-rate-card-2022-05-18-0938.pdf
KPMG LLP,Employee experience design consultancy,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/257653302715200,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
The Berkeley Partnership,IT Strategy and Transformation,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/220012751338219,n/a
Cognizant Worldwide Limited,Application Packaging & Virtualisation Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/516807989238353,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
The Public Service Consultants (trading as The PSC),Service standard assessment support and preparation:  planning service,"500 to 2,580 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/327181463500353,ThePublicServiceConsultants(tradingasThePSC)_399353489976769-sfia-rate-card-2022-05-18-0943.pdf
North Highland,Workforce Analytics and Adoption,"495 to 2,250 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/154191571965315,NorthHighland_522494869018764-sfia-rate-card-2022-05-18-0051.pdf
The Berkeley Partnership,Finance Strategy and Transformation,"1,000 to 3,000 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/841999044561252,n/a
KPMG LLP,Asset Intelligence Analytics,"360 to 2,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/581129630491606,KPMGLLP_637424830226453-sfia-rate-card-2022-05-17-1118.pdf
